fid,OBJECTID,DAMAGE_AREA_ID,CREATED_DATE,MODIFIED_DATE,FEATURE_USER_ID,OBSERVATION_USER_ID,REGION_ID,LABEL,HOST_CODE,HOST,HOST_GROUP_CODE,HOST_GROUP,DCA_CODE,DCA_COMMON_NAME,DAMAGE_TYPE_CODE,DAMAGE_TYPE,PERCENT_AFFECTED_CODE,PERCENT_AFFECTED,PERCENT_MIN,PERCENT_MAX,PERCENT_MID,NOTES,OBSERVATION_COUNT,COLLECTION_MODE,SNAPGRID_ROW,SNAPGRID_COLUMN,AREA_TYPE,ACRES,STATUS,SURVEY_YEAR,LEGACY_SEVERITY_CODE,LEGACY_SEVERITY,LEGACY_PATTERN_CODE,LEGACY_PATTERN,LEGACY_TPA,LEGACY_NO_TREES,LEGACY_FOREST_TYPE_CODE,LEGACY_FOREST_TYPE,GRP,OBSERVATION_ID,IDS_DATA_SOURCE,DATA_SOURCE_NAME,US_AREA,SHAPE_Length,SHAPE_Area,X_clim_dat97count,X_clim_dat97sum,X_clim_dat97mean,X_clim_dat97min,X_clim_dat97max,X_clim_dat06mean,X_clim_dat07mean,X_clim_dat08mean,X_clim_dat09mean,X_clim_dat10mean,X_clim_dat11mean,X_clim_dat12mean,X_clim_dat13mean,X_clim_dat14mean,X_clim_dat15mean,X_clim_dat98mean,X_clim_dat16mean,X_clim_dat17mean,X_clim_dat18mean,X_clim_dat19mean,X_clim_dat20mean,X_clim_dat21mean,X_clim_dat22mean,X_clim_dat23mean,X_clim_dat34mean,X_clim_dat99mean,X_clim_dat00mean,X_clim_dat01mean,X_clim_dat02mean,X_clim_dat03mean,X_clim_dat04mean,X_clim_dat05mean,
11925,294804,20082016292,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,438.1,1,2008,-1,No Data,-1,No data,10,4381,9000,MIXED CONIFERS,1,1570108,87,IDS LEGACY FEATURES,CONUS,6121.707532,1774217.179,0.10899879,63.30294271,580.7673896,578.7969971,581.7030029,476.104766,515.0594282,515.7058549,573.3657918,614.1793022,657.7587286,396.4903483,651.3679313,695.0424387,616.4842588,510.3994518,489.197764,606.0486472,460.0059603,589.1638857,469.083485,487.4434712,473.0007548,528.8839756,447.2584875,504.5912875,522.4854569,439.9364125,402.3745981,562.5172167,574.4368852,543.0003262,
11926,294805,20092010067,,,,,2,,102,Rocky Mountain bristlecone pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,19.1,1,2009,-1,No Data,-1,No data,5,96,9000,MIXED CONIFERS,2,1746751,87,IDS LEGACY FEATURES,CONUS,1105.810483,77460.85942,0.004748774,2.619452306,551.6060181,551.6060181,551.6060181,516.2390137,490.1630249,505.6390381,605.31604,654.6450195,680.2700195,413.3161926,726.2420044,720.9490356,686.4920044,478.95401,570.0090332,730.6940308,527.9230347,623.0710449,487.2539978,626.1729126,584.7022095,666.6439819,550.5037842,510.4650269,517.3240356,439.8480225,404.006012,563.6490479,629.0310059,523.447998,
11927,294837,20062014388,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,157.7,1,2006,-1,No Data,-1,No data,10,1577,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1254579,87,IDS LEGACY FEATURES,CONUS,2954.655731,638730.4013,0.03888494,42.93745974,1104.218234,1046.579102,1126.595093,932.6695096,806.4333342,863.4695425,967.5160606,991.967608,1100.842006,814.3294852,1112.820032,1188.381579,1073.73938,944.8953021,1032.093485,1206.192162,913.4384501,1079.603104,837.7373662,1244.248596,1111.546551,1122.956058,1077.918107,1126.372436,945.3646241,819.937582,691.8036709,1002.069945,1040.350793,1051.402642,
11928,294874,20082026585,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2008,-1,No Data,-1,No data,10.19,50,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1580486,87,IDS LEGACY FEATURES,CONUS,581.1489327,19825.56793,0.001220082,1.242018694,1017.980042,1017.980042,1017.980042,881.7400513,916.3170166,957.6940308,1012.130066,1089.581055,1112.548096,654.3726807,990.3600464,1204.526001,878.7540283,904.993042,942.5540161,1074.581055,756.40802,944.5410156,748.5899048,946.8421631,894.3017578,903.5219727,890.3828735,901.1060181,923.0240479,727.9990234,669.3520508,997.4900513,923.6020508,986.7650757,
11929,294901,20082026819,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,71.3,1,2008,-1,No Data,-1,No data,5,356,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1580737,87,IDS LEGACY FEATURES,CONUS,2134.980403,288573.4903,0.017673488,20.92284187,1183.854685,1172.05603,1212.184082,1005.184711,923.7123037,1103.280971,1024.077617,1157.712908,1283.749004,770.1871036,1075.382118,1381.107998,952.7124668,1017.399434,972.3403724,1111.409603,965.0716324,1040.694866,853.5281713,1056.678176,1049.114944,973.1953789,1023.377419,1021.808564,1115.445799,816.0722845,765.8555066,1130.67815,993.7513826,1045.168721,
11930,294910,20072047962,,,,,2,,93,Engelmann spruce,,,11009,spruce beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,78.4,1,2007,-1,No Data,-1,No data,1.28,100,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1423571,87,IDS LEGACY FEATURES,CONUS,2303.580559,317636.508,0.019544725,20.31601864,1039.463013,1039.463013,1039.463013,902.8380127,914.1470337,960.9560547,1015.55304,1090.680054,1150.968018,662.2543945,992.3340454,1231.403076,876.8150635,910.0340576,928.085022,1096.789063,778.9760132,960.3460693,750.9558716,956.8034058,917.0227051,914.3889771,899.1028442,894.5030518,944.2060547,738.1730347,683.3170166,1001.28302,927.1680298,980.5560303,
11931,294918,20102005318,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,31.8,1,2010,-1,No Data,-1,No data,3,95,9000,MIXED CONIFERS,2,1959775,87,IDS LEGACY FEATURES,CONUS,1647.743343,128839.8706,0.007838718,5.584136894,712.3788855,705.934021,714.0840454,593.055248,559.0699544,520.8881461,621.1419138,618.1964706,655.3568793,499.6309164,919.6552512,636.8905927,774.8117874,639.4808957,546.540217,707.405727,482.4783727,643.4627386,456.7585356,612.4070987,599.9001504,606.1894075,542.4994703,720.9947542,527.5435406,530.1007652,420.540326,633.8058321,729.3317408,567.0975737,
11932,294953,20082027853,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.9,1,2008,-1,No Data,-1,No data,22.21,20,9000,MIXED CONIFERS,1,1581905,87,IDS LEGACY FEATURES,CONUS,219.725356,3831.753368,0.000234771,0.119815319,510.3490295,510.3490295,510.3490295,489.1710205,466.6330261,470.9090271,605.6330566,615.6960449,677.6030273,399.5834961,714.4830322,686.8230591,682.026062,450.0710144,546.098999,737.3580322,512.1530151,612.493042,482.2818909,637.7160645,614.5515747,677.809021,587.0891113,479.8640137,456.2010193,410.1030273,377.1720276,545.3860474,601.3720093,504.7760315,
11933,294960,20082026831,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,203.2,1,2008,-1,No Data,-1,No data,10,2032,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1580749,87,IDS LEGACY FEATURES,CONUS,3788.985292,822803.6224,0.049258378,59.71022221,1212.184082,1212.184082,1212.184082,1021.367065,935.9680176,1128.852051,1039.07605,1175.766113,1308.271118,787.5081787,1096.730103,1407.990112,967.5040283,1033.790039,993.53302,1133.162109,993.019043,1055.934082,873.0159912,1079.110718,1065.514038,982.0009766,1045.12915,1040.770996,1139.559082,832.0880127,782.8490601,1155.006104,1007.772034,1060.686035,
11934,294961,20102005289,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,311.4,1,2010,-1,No Data,-1,No data,1,311,9000,MIXED CONIFERS,1,1959728,87,IDS LEGACY FEATURES,CONUS,5200.496522,1261067.951,0.076856131,50.71566501,659.8779339,656.0390015,730.7470093,518.2947133,530.1422838,447.0288822,563.3948351,553.9725882,597.9217869,442.524104,814.7020878,568.6965761,678.7368139,607.6589686,443.004968,678.7252955,404.1703177,538.6821989,390.0249264,581.0725821,545.9308849,574.9831423,483.9146987,705.0847666,512.9328202,472.9390083,411.4170635,611.2501786,660.4481299,482.2336355,
11935,294966,20082027359,,,,,2,,102,Rocky Mountain bristlecone pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,9.7,1,2008,-1,No Data,-1,No data,2.57,25,9000,MIXED CONIFERS,2,1581364,87,IDS LEGACY FEATURES,CONUS,754.563389,39253.61122,0.00237996,2.198064529,923.5720215,923.5720215,923.5720215,775.4390259,795.9180298,793.2850342,766.8760376,813.8270264,863.8660278,610.3017578,970.9040527,952.0890503,889.8920288,811.625061,801.3670654,914.9860229,683.5450439,801.9130249,680.5859985,756.4398804,800.3317871,760.3250122,755.8106079,957.9190674,823.4140625,757.0220337,592.3470459,855.9360352,862.382019,878.2040405,
11936,294969,20082027267,,,,,2,,102,Rocky Mountain bristlecone pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,40.1,1,2008,-1,No Data,-1,No data,1.25,50,9000,MIXED CONIFERS,2,1581241,87,IDS LEGACY FEATURES,CONUS,1610.237234,162407.017,0.009864232,10.29430273,1043.598999,1043.598999,1043.598999,837.5940552,806.7520142,845.9820557,856.467041,872.3360596,1018.41803,705.1508789,1056.857056,1041.788086,977.9280396,905.460022,868.868042,1004.883057,775.8890381,896.2540283,728.4268799,925.2069702,923.8117065,891.1959839,872.1028442,1062.194092,865.7950439,821.6350098,656.0320435,893.7040405,977.9180298,980.5120239,
11937,294988,20072048894,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,6403.6,1,2007,-1,No Data,-1,No data,5,32018,9000,MIXED CONIFERS,1,1424631,87,IDS LEGACY FEATURES,CONUS,43799.14496,25933642.77,0.046511723,34.96182354,751.6776612,703.1400146,909.4200439,625.1517814,599.9489341,552.7587121,662.3471697,666.4366546,723.8956519,527.3770125,853.1823879,729.5838301,750.6359604,676.9134635,569.5993342,817.5303914,505.723689,674.6728242,481.4232903,700.7423718,662.9361664,659.9603964,592.1062609,794.1182601,614.9129772,540.0617719,466.6830337,684.276856,740.080747,615.6109469,
11938,294997,20032000341,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,20.1,1,2003,-1,No Data,-1,No data,1,20,9000,MIXED CONIFERS,1,745655,87,IDS LEGACY FEATURES,CONUS,1012.326861,81479.33981,0.00499108,3.148762688,630.8780518,630.8780518,630.8780518,414.3520203,442.1340332,425.1930237,594.7660522,492.0700378,548.1050415,317.6654968,663.8660278,568.335022,625.8250122,500.4840088,430.8370056,535.2180176,404.3180237,495.6130371,359.6418762,483.0661926,414.0192871,625.1019897,423.9188843,598.5610352,413.0430298,404.5160217,335.4840088,501.5040283,609.1270142,446.5420227,
11939,294998,20102012719,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,147.7,1,2010,-1,No Data,-1,No data,10,1477,9000,MIXED CONIFERS,1,1968262,87,IDS LEGACY FEATURES,CONUS,3287.581924,598314.2771,0.036648194,37.96793609,1036.011106,927.0830688,1037.968018,855.5204039,828.3171736,951.5763707,871.4548288,1029.466406,1133.955413,643.6219328,988.8861564,1215.295483,841.6024254,868.9593857,859.4022107,971.4749319,792.0287693,880.4087725,743.7748666,988.8956843,947.7147774,957.8740873,937.6989248,915.1732922,962.5022966,727.1594419,652.363293,965.1399293,925.8362081,896.2137132,
11940,295004,20092002194,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,87.4,1,2009,-1,No Data,-1,No data,5,437,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1738032,87,IDS LEGACY FEATURES,CONUS,2733.3263,353738.6096,0.021713417,23.51756506,1083.089111,1083.089111,1083.089111,888.9690552,902.94104,1058.21106,940.8460693,1128.946045,1185.423096,688.4953613,1012.837036,1328.31604,883.3950195,916.9120483,936.0020142,1006.818054,785.7190552,931.2610474,776.4499512,925.0786743,965.2001953,932.5150146,926.8200684,922.6240234,1028.437012,763.8310547,702.5210571,994.0490723,933.078064,1020.881042,
11941,295021,20102012308,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,96.7,1,2010,-1,No Data,-1,No data,10,967,9000,MIXED CONIFERS,1,1967815,87,IDS LEGACY FEATURES,CONUS,2926.966568,391724.7468,0.024079397,12.03174769,499.6698107,499.4320374,509.2140198,360.9504954,375.2164359,352.2122713,493.3205642,439.0350612,449.0512996,294.3601849,565.8959245,487.6866076,530.8414322,427.0304161,375.7758002,478.8679494,351.7423786,433.3291848,334.5878762,393.8025612,341.3598412,484.3692578,329.4285423,457.2947182,345.0374806,349.1717685,311.1739341,413.0617249,558.9419359,383.3706357,
11942,295030,20082027673,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.9,1,2008,-1,No Data,-1,No data,22.21,20,9000,MIXED CONIFERS,1,1581715,87,IDS LEGACY FEATURES,CONUS,219.7283928,3831.812896,0.000232704,0.163167635,701.1800537,701.1800537,701.1800537,583.2840576,590.4230347,560.0270386,590.6410522,576.0630493,624.2860107,481.9411011,808.7650146,662.151001,745.5050659,650.3500366,566.427002,695.6390381,451.6000366,626.0170288,462.6408997,565.411377,620.2868042,616.8200073,541.7474976,750.6560059,546.1540527,563.7280273,416.565033,649.9560547,734.5790405,588.684021,
11943,295031,20102005324,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.2,1,2010,-1,No Data,-1,No data,2.38,10,9000,MIXED CONIFERS,1,1959784,87,IDS LEGACY FEATURES,CONUS,603.4580488,16897.85683,0.00102739,0.665669417,647.9230347,647.9230347,647.9230347,525.2319946,518.1190186,470.8530273,566.3580322,535.9070435,585.3710327,460.5462952,832.7210693,575.8520508,731.8450317,595.125,499.007019,619.2730103,447.8320313,576.9530029,416.4609985,522.1951904,548.7002563,581.8369751,490.7121887,673.9750366,479.4960327,505.5110168,373.6870117,582.1610107,689.0930176,495.8400269,
11944,295035,20082027652,,,,,2,,113,limber pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,0.9,1,2008,-1,No Data,-1,No data,27.78,25,9000,MIXED CONIFERS,1,1581688,87,IDS LEGACY FEATURES,CONUS,219.7271755,3831.779882,0.000233157,0.244017072,1046.579102,1046.579102,1046.579102,878.4210205,771.4620361,815.7200317,905.1190186,929.9840698,1051.950073,768.6560669,1087.574097,1113.480103,1042.933105,906.4130249,1000.873047,1163.722046,900.9750366,1065.727051,805.7338867,1174.338623,1061.088623,1084.194946,1056.658691,1069.553101,877.9050293,791.4580078,655.1820068,945.03302,991.9940186,997.1080322,
11945,295036,20102012419,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,27.7,1,2010,-1,No Data,-1,No data,5,138,9000,MIXED CONIFERS,1,1967939,87,IDS LEGACY FEATURES,CONUS,1344.230354,112249.36,0.006889308,3.869717429,561.6990356,561.6990356,561.6990356,368.1270142,341.0760193,365.2770081,499.2260132,394.0170288,456.3790283,287.3306885,567.644043,450.2440186,538.7230225,433.4430237,350.5200195,476.2450256,351.6720276,407.6710205,310.1818848,403.0491943,375.978302,521.2810059,337.53479,528.5610352,307.5880127,351.6710205,292.0120239,398.9670105,529.7210083,384.5400085,
11946,295054,20092002422,,,,,2,,122,ponderosa pine,,,11029,pine engraver,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.1,1,2009,-1,No Data,-1,No data,0.91,1,9000,MIXED CONIFERS,1,1738264,87,IDS LEGACY FEATURES,CONUS,395.3401025,4401.279909,0.00027031,0.162885368,602.5870361,602.5870361,602.5870361,336.9310303,407.888031,368.6140137,500.7540283,407.6430054,490.9490356,287.4907837,503.730011,460.3680115,550.5630493,443.0200195,342.0320129,479.0270081,359.0600281,459.0450134,298.539978,385.8616943,338.2059021,501.0769958,308.4429016,537.7040405,303.7070007,352.9510193,300.7870178,409.0140076,480.6290283,426.8990173,
11947,295061,20052019042,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2005,-1,No Data,-1,No data,1.58,3,9000,MIXED CONIFERS,1,1107489,87,IDS LEGACY FEATURES,CONUS,314.7280264,7870.010085,0.00048227,0.306654665,635.8570557,635.8570557,635.8570557,442.8050232,472.8060303,462.6410217,638.4440308,532.2860107,597.4820557,341.4927979,706.3220215,609.7130127,656.5820313,519.6540527,475.1610107,564.9650269,435.7930298,537.2369995,381.8959045,515.262207,447.3132935,642.5139771,431.5935059,605.4520264,451.2340088,425.2730103,348.3610229,520.4020386,651.0540161,476.1570129,
11948,295082,20082016175,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,25.9,1,2008,-1,No Data,-1,No data,0.57,15,9000,MIXED CONIFERS,1,1569991,87,IDS LEGACY FEATURES,CONUS,1227.197,104765.1904,0.006442525,5.510015083,855.257019,855.257019,855.257019,704.0680542,705.9680176,797.4570313,815.8870239,910.585022,922.9310303,573.3742676,890.7790527,1008.682068,803.2920532,732.0970459,748.0440063,913.250061,696.5950317,811.6380615,645.5668945,762.5301514,749.425354,836.5560303,749.1928101,718.0030518,759.5950317,611.052002,556.2720337,865.2650146,773.3600464,776.8360596,
11949,295085,20092002399,,,,,2,,108,lodgepole pine,,,11029,pine engraver,2,Mortality,,,,,,,SINGLE,,,,POLYGON,92.6,1,2009,-1,No Data,-1,No data,5,463,9000,MIXED CONIFERS,1,1738241,87,IDS LEGACY FEATURES,CONUS,3872.198964,374925.1532,0.022961152,13.89877623,605.3170166,605.3170166,605.3170166,383.4950256,438.0420227,391.638031,556.5209961,497.4480286,551.007019,341.4716797,604.223999,552.2450562,604.5560303,491.3590088,367.8920288,513.6390381,404.6800232,472.4240112,361.9138794,457.8429871,385.9704895,618.1090088,402.8369751,613.6119995,398.388031,397.7190247,330.5140076,491.3660278,585.3790283,407.3960266,
11950,295108,20112010968,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,33.5,1,2011,-1,No Data,-1,No data,10,335,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,2257347,87,IDS LEGACY FEATURES,CONUS,1438.786484,135567.5401,0.008305165,7.783899878,937.2360229,937.2360229,937.2360229,774.0130615,761.4750366,861.4740601,819.4870605,943.934021,1044.406006,596.0252075,949.6850586,1110.21106,801.0630493,784.6690674,807.632019,923.2350464,744.6230469,828.8610229,693.4008789,1013.089966,994.8058472,1011.630981,939.8432617,835.6630249,879.467041,665.6140137,608.6380005,884.1290283,859.5730591,820.0810547,
11951,295131,20112011044,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,152.12,1,2011,-1,No Data,-1,No data,25,3800,9000,MIXED CONIFERS,1,2257430,87,IDS LEGACY FEATURES,CONUS,3326.048082,615648.573,0.031435648,19.86874576,632.0450439,632.0450439,632.0450439,377.8470154,418.2200317,418.1510315,602.2030029,468.8590088,565.2590332,344.0113831,609.2600098,547.3600464,629.0390015,457.9550171,390.1810303,534.4869995,445.0230103,481.9050293,359.9949036,415.5662842,393.6083984,600.9160156,410.8695068,600.9090576,336.7010193,380.4110107,324.1010132,517.1290283,581.6080322,428.809021,
11952,295163,20112011222,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,535.36,1,2011,-1,No Data,-1,No data,25,13373,9000,MIXED CONIFERS,1,2257616,87,IDS LEGACY FEATURES,CONUS,5966.028221,2166553.706,0.132764904,84.69575701,637.9378452,630.8780518,696.3530273,406.4766948,442.9968406,427.7272061,595.2787102,496.452989,559.8584544,314.623507,663.3969962,574.2122516,623.153825,501.2724168,413.9658922,534.4182978,411.1208615,491.3540931,360.780006,472.5295699,410.0248728,629.4225078,421.767113,611.8751001,411.6242625,402.0948689,337.0182602,504.6322959,597.5158207,434.2249563,
11953,295182,20092010240,,,,,2,,102,Rocky Mountain bristlecone pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,1.2,1,2009,-1,No Data,-1,No data,0.83,1,9000,MIXED CONIFERS,2,1747003,87,IDS LEGACY FEATURES,CONUS,326.4427166,4829.433907,0.000295581,0.205273005,694.4720459,694.4720459,694.4720459,558.1090088,574.2190552,563.7530518,720.8710327,658.0970459,713.9220581,435.4424744,800.6960449,782.3210449,701.6940308,593.2660522,561.5450439,714.2230225,530.9900513,652.3390503,475.8798828,656.7203979,604.7365112,725.9390259,549.3830566,672.3910522,601.8470459,474.388031,423.0450134,585.1030273,703.1940308,578.3970337,
11954,295192,20092010024,,,,,2,,102,Rocky Mountain bristlecone pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,17.2,1,2009,-1,No Data,-1,No data,2.9,50,9000,MIXED CONIFERS,2,1746671,87,IDS LEGACY FEATURES,CONUS,1152.033736,69480.42417,0.004214569,4.344550653,1030.840946,989.7750244,1039.473999,859.7411886,868.4135392,875.6357526,817.6014017,893.5671918,969.0219481,679.1607922,1044.459556,1063.730638,971.1999627,898.5289288,871.7945282,992.7034122,787.1924405,866.3351444,760.4281228,957.5307677,976.1488169,935.7751439,955.2839952,1058.04191,918.8563803,833.1813257,673.2239625,937.1218887,936.2323658,998.7099254,
11955,295197,20082011302,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,32,1,2008,-1,No Data,-1,No data,0.15,5,9000,MIXED CONIFERS,1,1564890,87,IDS LEGACY FEATURES,CONUS,1465.13643,129508.7851,0.007894927,5.93096511,751.2375277,730.7470093,768.5970459,620.5012027,590.0122,544.6080832,654.0855429,663.4397187,703.5962592,511.592866,855.0393144,729.8221329,751.6299112,676.288347,567.6871989,801.3365213,504.9250856,666.8352759,481.7273464,652.2528688,611.1175372,627.8692596,551.0584021,779.3633407,626.0312466,535.6280153,464.6667228,682.8025819,733.1637763,592.9868196,
11956,295212,20092009763,,,,,2,,102,Rocky Mountain bristlecone pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,1018.4,1,2009,-1,No Data,-1,No data,0.5,509,9000,MIXED CONIFERS,3,1746233,87,IDS LEGACY FEATURES,CONUS,9235.850468,4123607.338,0.253741381,260.9389735,1028.365861,1017.980042,1039.463013,891.93974,915.2679508,959.2710376,1013.784883,1090.112359,1131.121987,658.1830501,991.3143649,1217.519569,877.8166469,907.4300922,935.5590637,1085.317389,767.3183872,952.1818784,749.7337179,951.6578689,905.2860698,908.7755638,894.5984935,897.9138518,933.2643679,732.917591,676.1033336,999.3237403,925.3260029,983.7633482,
11957,295238,20112004417,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,200.93,1,2011,-1,No Data,-1,No data,5,1004,9000,MIXED CONIFERS,2,2250560,87,IDS LEGACY FEATURES,CONUS,3706.627113,813167.9515,0.036262369,37.21616096,1026.302517,765.0610352,1039.463013,889.5645881,914.0147696,957.992345,1011.399731,1088.320488,1126.44959,656.7132815,990.1078392,1214.404102,876.6297151,904.6819833,935.2082408,1081.697139,764.5248428,949.2746239,748.3279272,948.7874311,902.3123675,906.7744305,891.5162584,896.2336471,930.9140474,731.2816067,673.9424926,997.3935905,924.5243301,982.7477796,
11958,295252,20052018922,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2005,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,1107369,87,IDS LEGACY FEATURES,CONUS,314.7259201,7869.987565,0.000482693,0.270703528,560.8190308,560.8190308,560.8190308,386.8220215,392.1910095,393.4220276,528.3330078,459.5580139,495.2410278,295.4967957,596.9040527,515.78302,565.6490479,452.5110168,393.9470215,516.4869995,372.3070068,449.5670166,338.5249939,443.2955933,398.6688843,544.0650024,369.4924927,527.6690063,363.6450195,381.4930115,320.4620056,442.0170288,574.6700439,409.2590332,
11959,295259,20082016129,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,41.2,1,2008,-1,No Data,-1,No data,1,41,9000,MIXED CONIFERS,1,1569944,87,IDS LEGACY FEATURES,CONUS,2877.857366,166891.9412,0.000925402,0.569771209,615.7010498,615.7010498,615.7010498,495.5140381,533.2880249,525.6960449,629.0460205,662.1680298,700.1740112,446.5991821,735.2920532,778.5890503,703.592041,541.1640015,587.5460205,691.8180542,524.3740234,621.7210083,526.0379639,546.3845825,519.5010986,640.4299927,465.3755798,545.0740356,508.6000366,457.9840088,409.0840149,615.1660156,608.6410522,543.9330444,
11960,295307,20112005215,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,832.53,1,2011,-1,No Data,-1,No data,5,4160,9000,MIXED CONIFERS,1,2251413,87,IDS LEGACY FEATURES,CONUS,9000.020428,3369145.675,0.204438523,142.8025384,698.5109079,677.6010132,724.6060181,544.8811132,560.1432132,490.5901449,591.5639017,523.797521,608.7368394,437.7721851,820.9959052,583.4731059,737.9723784,633.4479214,518.9902429,634.1127408,412.1347394,599.5534635,439.4504528,528.3131446,575.2810371,623.0282679,527.5534317,689.2711349,473.9839363,528.8658108,376.5506747,615.9914037,760.4269602,531.0062919,
11961,295309,20082015905,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.5,1,2008,-1,No Data,-1,No data,0.67,1,9000,MIXED CONIFERS,1,1569718,87,IDS LEGACY FEATURES,CONUS,315.8897022,6042.686606,0.000370948,0.196573791,529.9225961,513.973999,533.7870483,366.3383739,351.4697316,361.3182214,499.7955579,414.4477727,454.658378,282.709682,555.3694947,464.8642311,537.8373211,428.4048514,360.6128881,490.452154,356.0930011,415.6533477,312.6237603,409.3620989,381.0102884,513.427914,338.7852206,498.4081303,325.0364218,355.7951246,300.9747872,409.6919134,539.3398293,376.3893351,
11962,295311,20092004909,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.8,1,2009,-1,No Data,-1,No data,12.5,10,9000,MIXED CONIFERS,1,1741115,87,IDS LEGACY FEATURES,CONUS,261.942595,3146.706199,0.000193707,0.105160428,542.8829956,542.8829956,542.8829956,348.6280212,392.9450073,399.8410339,503.7920227,430.9270325,464.9960327,290.5765076,573.0220337,493.257019,566.7130127,433.940033,364.7900085,499.6600342,379.8850098,450.6160278,310.7919922,379.8144836,331.3713989,505.269989,314.1376953,491.6130371,353.0490112,356.1300049,312.3860168,457.5170288,525.6680298,390.8400269,
